Data;Tmax;Tmin;I;Tmean;UR;V
"""2010-02-13""";30.0;20.0;11.2;25.06;48.25;2.4
"""2010-02-14""";31.2;20.7;9.0;25.76;52.75;2.0
"""2010-02-15""";30.8;20.9;10.9;25.9;53.25;2.0333330000000003
"""2010-02-16""";33.4;21.8;10.3;26.46;52.25;1.466667
"""2010-02-17""";34.3;22.8;9.1;28.2;46.25;1.333333
"""2010-02-18""";30.4;17.9;3.1;22.32;75.75;1.566667
"""2010-02-19""";27.5;19.2;2.2;23.68;65.0;2.0333330000000003
"""2010-02-20""";30.5;21.8;3.9;25.18;61.0;0.933333
"""2010-02-21""";30.6;20.9;10.3;25.56;53.0;1.9333330000000002
"""2010-02-22""";31.9;21.8;8.6;26.04;52.0;0.666667
"""2010-02-23""";33.1;22.6;8.9;27.4;43.75;1.4
"""2010-02-24""";32.2;23.3;4.7;27.68;50.75;0.933333
"""2010-02-25""";31.8;22.7;4.7;26.2;53.5;1.4
"""2010-02-26""";27.1;19.8;0.6;22.24;77.5;4.133333
"""2010-02-27""";27.4;19.9;3.9;23.12;71.75;2.3666669999999996
"""2010-02-28""";26.7;21.2;1.1;22.96;84.25;2.566667
"""2010-01-03""";25.5;19.6;0.0;22.66;77.0;1.1
"""2010-02-03""";24.8;19.8;0.8;21.78;83.75;1.533333
"""2010-03-03""";22.4;19.7;0.0;20.86;93.0;1.133333
"""2010-04-03""";27.1;20.3;3.6;23.06;78.75;1.4
"""2010-05-03""";28.1;20.2;2.5;23.18;70.0;1.8
"""2010-06-03""";27.6;20.0;5.5;23.18;70.75;2.0333330000000003
"""2010-07-03""";29.4;20.5;7.8;24.36;68.25;1.466667
"""2010-08-03""";30.6;21.0;8.2;24.86;64.25;1.466667
"""2010-09-03""";30.5;19.4;6.4;24.52;65.75;1.6
"""2010-10-03""";31.9;22.4;9.9;26.22;54.5;1.066667
"""2010-11-03""";31.5;21.7;7.3;25.98;57.75;1.9666669999999997
"""2010-12-03""";32.5;21.8;9.2;26.72;51.0;1.666667
"""2010-03-13""";32.2;20.7;5.8;25.64;62.75;1.166667
"""2010-03-14""";30.2;20.9;7.4;24.34;68.75;1.233333
"""2010-03-15""";29.4;20.9;3.8;24.16;74.0;1.366667
"""2010-03-16""";27.4;20.7;4.5;23.4;79.25;1.666667
"""2010-03-17""";25.8;19.7;0.6;22.04;71.5;2.1
"""2010-03-18""";27.7;19.3;8.5;23.36;66.25;1.9
"""2010-03-19""";28.3;19.8;8.7;23.62;64.0;1.366667
"""2010-03-20""";30.4;20.1;7.7;24.46;61.75;1.2
"""2010-03-21""";27.6;20.5;3.5;23.36;75.0;1.4
"""2010-03-22""";27.3;19.2;2.9;22.06;79.5;1.533333
"""2010-03-23""";29.1;19.4;5.5;23.36;69.75;1.466667
"""2010-03-24""";28.5;20.6;7.8;24.28;62.75;1.833333
"""2010-03-25""";29.0;20.7;9.7;24.2;61.75;1.9
"""2010-03-26""";28.1;19.0;8.3;23.64;62.75;1.8
"""2010-03-27""";29.0;20.3;9.9;24.4;59.25;2.3666669999999996
"""2010-03-28""";29.2;20.9;9.8;24.72;58.5;1.6
"""2010-03-29""";30.9;20.6;9.5;25.36;56.75;1.233333
"""2010-03-30""";31.3;22.2;5.6;26.14;60.0;0.566667
"""2010-03-31""";29.3;20.7;2.6;23.38;79.25;1.166667
"""2010-01-04""";26.5;20.7;1.7;22.58;75.0;1.3
"""2010-02-04""";27.2;20.1;3.9;23.28;68.0;2.3666669999999996
"""2010-03-04""";25.3;20.9;0.5;22.62;74.0;2.066667
"""2010-04-04""";27.7;20.4;1.7;22.5;84.5;0.833333
"""2010-05-04""";28.5;20.3;8.5;23.84;74.25;0.966667
"""2010-06-04""";28.3;19.8;5.3;22.74;71.0;1.5
"""2010-07-04""";25.7;16.0;8.9;20.2;56.75;1.366667
"""2010-08-04""";24.9;13.4;9.4;19.14;51.75;1.1
"""2010-09-04""";23.8;14.9;5.4;19.1;58.0;1.9666669999999997
"""2010-10-04""";24.7;15.3;7.1;19.76;51.75;1.4
"""2010-11-04""";24.7;15.4;8.4;19.4;57.5;1.5
"""2010-12-04""";24.7;15.7;9.4;20.14;54.0;1.7
"""2010-04-13""";24.7;16.4;6.9;19.86;61.0;1.9
"""2010-04-14""";25.5;16.0;6.9;20.4;62.5;1.9666669999999997
"""2010-04-15""";26.5;17.5;9.0;21.4;57.25;2.666667
"""2010-04-16""";28.9;18.0;8.5;22.92;55.75;1.566667
"""2010-04-17""";29.2;19.5;9.1;23.68;60.75;2.1
"""2010-04-18""";28.4;19.5;7.3;23.3;60.5;1.833333
"""2010-04-19""";27.2;19.3;5.9;22.84;65.75;1.7
"""2010-04-20""";29.0;18.9;8.5;23.52;60.5;1.9666669999999997
"""2010-04-21""";28.7;19.6;9.1;23.66;51.0;1.7
"""2010-04-22""";30.0;19.2;8.4;24.44;54.0;1.166667
"""2010-04-23""";30.4;20.2;7.4;25.34;53.0;1.4
"""2010-04-24""";29.7;21.6;9.1;25.14;60.75;1.9666669999999997
"""2010-04-25""";29.2;20.7;8.8;23.68;59.0;1.533333
"""2010-04-26""";29.5;19.6;9.4;24.1;58.0;1.233333
"""2010-04-27""";31.3;20.0;9.0;25.12;50.5;1.1
"""2010-04-28""";28.5;20.6;5.4;23.84;67.75;1.3
"""2010-04-29""";27.1;19.5;7.0;22.82;65.25;1.7333330000000002
"""2010-04-30""";26.6;18.6;5.2;20.94;76.0;1.6
"""2010-01-05""";26.9;17.9;8.3;21.74;62.25;1.466667
"""2010-02-05""";22.8;17.0;6.3;20.02;68.5;1.6
"""2010-03-05""";24.2;17.6;8.9;20.16;65.0;1.333333
"""2010-04-05""";26.9;16.5;9.4;20.92;59.0;1.5
"""2010-05-05""";27.5;16.1;8.8;21.38;55.75;1.366667
"""2010-06-05""";29.1;17.6;7.6;23.5;46.0;1.2
"""2010-07-05""";28.6;17.8;9.2;23.1;51.75;2.066667
"""2010-08-05""";29.2;19.0;9.3;23.54;53.75;1.533333
"""2010-09-05""";28.2;19.2;5.1;22.3;71.0;0.966667
"""2010-10-05""";20.2;15.5;1.7;17.12;75.5;1.7
"""2010-11-05""";21.9;14.6;5.9;18.24;77.25;2.333333
"""2010-12-05""";25.2;17.0;5.0;20.16;71.25;1.633333
"""2010-05-13""";25.1;13.4;9.3;18.42;38.25;1.666667
"""2010-05-14""";27.1;12.3;8.2;19.68;43.25;1.433333
"""2010-05-15""";27.8;14.7;7.0;20.62;50.75;1.533333
"""2010-05-16""";28.2;15.4;8.9;21.22;58.0;1.3
"""2010-05-17""";27.6;17.5;8.6;21.88;53.5;1.466667
"""2010-05-18""";24.7;17.6;3.1;20.58;66.5;1.1
"""2010-05-19""";24.8;17.1;2.7;20.84;68.25;1.333333
"""2010-05-20""";24.7;17.3;4.7;20.46;71.75;1.4
"""2010-05-21""";26.4;16.3;8.1;20.52;63.5;0.933333
"""2010-05-22""";26.8;15.5;7.8;20.92;64.0;1.366667
"""2010-05-23""";27.6;16.8;8.9;21.86;65.0;1.7666669999999998
"""2010-05-24""";26.9;18.2;6.5;21.92;67.0;0.666667
"""2010-05-25""";27.2;19.0;5.3;22.66;67.0;0.7
"""2010-05-26""";28.2;18.5;8.2;22.84;58.75;1.8
"""2010-05-27""";24.2;17.4;5.5;19.64;67.25;0.833333
"""2010-05-28""";21.5;16.0;2.8;18.66;67.0;1.8666669999999999
"""2010-05-29""";23.9;15.0;7.7;19.28;60.5;1.8
"""2010-05-30""";25.6;15.3;7.4;20.14;59.75;1.033333
"""2010-05-31""";24.1;16.2;3.3;20.04;71.0;1.266667
"""2010-01-06""";23.2;15.6;8.2;17.94;63.0;1.8
"""2010-02-06""";20.0;15.2;0.6;17.1;75.25;2.1333330000000004
"""2010-03-06""";20.7;15.1;3.8;17.52;70.5;2.0333330000000003
"""2010-04-06""";21.1;15.0;5.2;17.14;70.75;2.266667
"""2010-05-06""";20.0;13.5;0.5;17.3;82.25;1.4
"""2010-06-06""";22.9;12.6;8.6;16.96;52.0;1.433333
"""2010-07-06""";23.6;11.5;7.4;16.92;59.0;1.233333
"""2010-08-06""";25.2;13.6;8.0;18.76;65.75;1.7666669999999998
"""2010-09-06""";23.7;15.3;8.9;18.42;62.25;1.8666669999999999
"""2010-10-06""";24.3;15.1;7.8;18.66;59.75;1.4
"""2010-11-06""";25.5;15.0;6.1;19.74;61.0;1.233333
"""2010-12-06""";21.1;13.0;6.5;15.84;61.0;1.833333
"""2010-06-13""";21.0;8.8;9.2;15.06;49.0;1.9666669999999997
"""2010-06-14""";21.7;11.1;9.1;16.16;55.25;2.266667
"""2010-06-15""";24.0;11.9;8.9;17.44;57.5;0.7
"""2010-06-16""";25.5;12.1;9.0;18.12;54.0;1.0
"""2010-06-17""";28.6;12.4;9.2;19.66;50.0;0.866667
"""2010-06-18""";26.9;14.3;9.1;20.74;42.75;2.3666669999999996
"""2010-06-19""";27.2;15.2;9.1;19.9;45.0;1.433333
"""2010-06-20""";27.1;13.8;9.1;19.94;51.0;0.933333
"""2010-06-21""";28.5;13.9;9.0;20.26;50.5;0.866667
"""2010-06-22""";29.3;14.4;8.4;21.56;44.25;1.066667
"""2010-06-23""";24.5;17.1;7.1;20.3;68.5;1.9666669999999997
"""2010-06-24""";22.2;17.2;1.9;19.22;71.75;1.8
"""2010-06-25""";25.7;14.8;9.1;19.64;62.25;1.6
"""2010-06-26""";23.2;13.3;9.1;17.64;57.0;1.533333
"""2010-06-27""";22.9;14.9;8.7;18.1;62.25;2.4666669999999997
"""2010-06-28""";25.5;13.3;9.1;18.78;58.25;1.633333
"""2010-06-29""";25.1;13.3;9.1;18.7;54.25;1.8666669999999999
"""2010-06-30""";23.2;13.9;9.1;18.0;58.0;2.6
"""2010-01-07""";24.2;13.7;9.0;18.14;55.75;0.8
"""2010-02-07""";24.3;14.1;9.1;18.42;52.0;1.8
"""2010-03-07""";24.5;15.7;9.1;19.26;57.25;1.366667
"""2010-04-07""";23.6;15.3;9.0;18.82;54.25;0.666667
"""2010-05-07""";22.5;14.6;5.8;18.66;67.5;2.666667
"""2010-06-07""";24.4;16.4;8.9;19.2;49.25;1.5
"""2010-07-07""";25.1;14.7;9.0;18.8;47.75;0.966667
"""2010-08-07""";26.1;14.0;7.9;20.1;50.75;1.9666669999999997
"""2010-09-07""";25.4;17.5;7.5;21.08;56.5;2.3666669999999996
"""2010-10-07""";24.6;17.2;5.5;19.94;65.0;1.166667
"""2010-11-07""";24.6;17.1;5.6;20.4;66.5;1.7333330000000002
"""2010-12-07""";25.3;17.1;6.4;20.5;66.0;1.9
"""2010-07-13""";28.5;16.0;8.8;21.68;54.0;0.6
"""2010-07-14""";29.4;19.0;7.8;23.72;52.0;1.7
"""2010-07-15""";25.9;19.0;8.5;21.64;60.5;3.0
"""2010-07-16""";23.9;18.2;5.2;21.86;63.25;1.566667
"""2010-07-17""";25.4;17.4;8.2;20.24;64.25;1.4
"""2010-07-18""";23.9;15.6;6.2;19.32;65.5;1.366667
"""2010-07-19""";20.5;16.4;0.7;17.68;71.5;1.7666669999999998
"""2010-07-20""";26.9;14.5;8.9;20.1;55.0;1.466667
"""2010-07-21""";23.7;15.6;8.9;18.92;61.0;2.5
"""2010-07-22""";27.5;14.5;8.9;19.92;55.75;1.8
"""2010-07-23""";28.9;14.9;8.9;21.34;54.5;1.666667
"""2010-07-24""";23.5;15.6;8.8;19.08;55.0;2.233333
"""2010-07-25""";22.6;14.3;6.9;18.36;57.25;1.8666669999999999
"""2010-07-26""";25.5;15.5;7.3;19.84;53.0;1.633333
"""2010-07-27""";23.9;14.3;4.6;19.34;49.25;1.833333
"""2010-07-28""";23.5;16.1;7.9;18.92;55.5;2.266667
"""2010-07-29""";24.5;15.2;5.3;19.56;58.75;1.8666669999999999
"""2010-07-30""";22.3;16.1;2.3;18.08;61.5;1.7
"""2010-07-31""";26.8;13.4;9.2;19.52;51.5;0.9
"""2010-01-08""";28.2;14.2;9.1;21.34;46.5;1.633333
"""2010-02-08""";26.4;15.9;9.1;20.98;43.0;1.266667
"""2010-03-08""";26.7;15.2;9.1;20.24;47.5;1.7666669999999998
"""2010-04-08""";24.9;15.3;9.0;19.74;53.25;1.6
"""2010-05-08""";27.7;14.4;8.4;20.76;44.25;1.333333
"""2010-06-08""";27.9;15.6;8.9;21.36;43.25;0.966667
"""2010-07-08""";26.0;14.9;9.1;20.02;53.5;1.033333
"""2010-08-08""";29.2;14.9;9.2;21.72;43.25;1.566667
"""2010-09-08""";30.6;16.3;9.2;22.98;40.75;0.933333
"""2010-10-08""";27.2;15.9;8.2;20.52;58.25;1.2
"""2010-11-08""";23.7;16.1;5.2;19.24;60.5;1.7666669999999998
"""2010-12-08""";23.3;14.8;7.7;18.24;55.25;2.3666669999999996
"""2010-08-13""";27.0;13.0;7.7;19.86;46.75;1.1
"""2010-08-14""";28.6;15.2;6.8;21.86;44.25;0.866667
"""2010-08-15""";25.5;16.6;0.6;19.12;64.75;1.633333
"""2010-08-16""";22.7;10.4;9.1;15.04;46.0;2.166667
"""2010-08-17""";21.4;9.7;9.5;14.72;49.25;1.1
"""2010-08-18""";20.8;8.5;9.5;14.68;47.0;2.3666669999999996
"""2010-08-19""";22.7;10.1;9.5;15.7;49.0;2.1333330000000004
"""2010-08-20""";25.2;10.5;9.5;17.84;43.25;0.966667
"""2010-08-21""";26.9;13.6;9.4;19.84;36.25;1.633333
"""2010-08-22""";26.6;14.8;9.4;19.9;39.25;2.5
"""2010-08-23""";27.3;15.5;9.2;20.36;43.5;1.566667
"""2010-08-24""";28.4;15.0;9.2;20.94;39.5;1.466667
"""2010-08-25""";30.2;14.8;9.3;22.32;34.5;1.466667
"""2010-08-26""";29.9;16.1;9.2;22.26;33.25;1.433333
"""2010-08-27""";30.9;16.0;8.9;23.16;36.75;1.833333
"""2010-08-28""";30.2;18.6;9.0;23.48;35.25;1.333333
"""2010-08-29""";29.2;17.5;9.0;22.0;48.75;2.6333330000000004
"""2010-08-30""";27.5;17.8;8.9;21.64;45.25;2.6333330000000004
"""2010-08-31""";25.5;16.1;8.6;20.38;49.0;2.566667
"""2010-01-09""";24.6;15.3;8.8;19.4;49.25;1.8
"""2010-02-09""";28.6;15.7;8.7;21.78;44.25;1.9666669999999997
"""2010-03-09""";30.3;15.8;8.8;22.58;31.75;1.8666669999999999
"""2010-04-09""";30.8;17.6;8.8;23.58;33.25;1.266667
"""2010-05-09""";32.6;17.5;8.8;25.14;30.25;1.833333
"""2010-06-09""";26.1;17.2;8.2;21.0;55.75;4.066667
"""2010-07-09""";28.6;16.8;8.6;21.66;50.75;2.8666669999999996
"""2010-08-09""";26.9;14.7;5.5;20.16;60.25;1.7333330000000002
"""2010-09-09""";23.9;14.9;8.9;18.42;64.75;1.833333
"""2010-10-09""";25.6;14.1;8.4;19.16;49.25;1.8
"""2010-11-09""";25.0;14.6;6.4;18.7;47.25;2.8
"""2010-12-09""";26.7;14.0;8.9;19.96;41.25;2.233333
"""2010-09-13""";27.3;14.7;9.0;19.98;46.0;2.1333330000000004
"""2010-09-14""";28.2;15.6;8.6;21.22;48.25;1.9
"""2010-09-15""";32.0;17.0;9.0;23.92;42.75;2.0
"""2010-09-16""";27.8;16.3;6.0;21.64;52.75;2.4
"""2010-09-17""";29.4;18.3;9.0;22.76;54.75;1.9333330000000002
"""2010-09-18""";32.1;19.4;8.6;25.2;38.25;0.8
"""2010-09-19""";25.3;18.5;5.2;20.54;65.25;3.3
"""2010-09-20""";26.8;15.2;8.3;20.42;58.25;1.533333
"""2010-09-21""";26.9;16.3;8.8;21.18;59.5;2.6
"""2010-09-22""";27.9;17.0;8.8;21.86;53.75;2.3666669999999996
"""2010-09-23""";27.9;17.8;9.3;22.54;48.5;1.7
"""2010-09-24""";30.6;17.8;9.5;23.66;43.75;2.4
"""2010-09-25""";28.9;18.6;5.1;22.38;57.75;1.2
"""2010-09-26""";29.2;18.9;7.1;22.94;53.75;2.3666669999999996
"""2010-09-27""";25.8;18.7;1.0;20.62;68.5;1.266667
"""2010-09-28""";20.9;17.6;0.0;18.8;90.25;0.933333
"""2010-09-29""";28.0;16.5;2.3;22.6;66.0;1.3
"""2010-09-30""";28.4;18.1;2.7;22.68;72.0;0.833333
"""2010-01-10""";31.9;20.2;0.3;26.04;53.5;0.666667
"""2010-02-10""";26.6;18.1;2.2;22.58;71.5;1.1
"""2010-03-10""";30.6;20.1;5.3;23.08;65.75;2.0
"""2010-04-10""";26.5;17.5;7.0;20.86;70.25;2.8
"""2010-05-10""";30.4;16.6;5.0;23.1;67.5;1.266667
"""2010-06-10""";33.3;19.0;8.9;25.36;54.75;1.833333
"""2010-07-10""";25.2;20.6;0.2;22.68;76.25;1.333333
"""2010-08-10""";30.0;17.7;4.3;23.1;68.75;1.7
"""2010-09-10""";30.8;17.0;10.2;22.1;43.25;2.4
"""2010-10-10""";26.0;14.1;6.8;19.36;63.5;2.333333
"""2010-11-10""";23.0;16.6;2.4;19.68;73.75;1.5
"""2010-12-10""";23.1;15.8;2.6;18.64;71.5;1.666667
"""2010-10-13""";22.8;15.6;4.5;17.96;71.25;1.9333330000000002
"""2010-10-14""";26.2;14.6;9.2;19.92;69.0;2.1333330000000004
"""2010-10-15""";28.3;17.2;3.7;22.4;64.0;2.1
"""2010-10-16""";29.4;18.8;5.6;22.46;73.25;1.8
"""2010-10-17""";28.1;18.8;5.5;23.18;65.5;1.466667
"""2010-10-18""";27.7;19.0;1.9;21.68;79.75;1.3
"""2010-10-19""";27.1;18.0;5.4;21.42;74.0;1.433333
"""2010-10-20""";27.9;17.0;5.8;21.06;68.5;1.8
"""2010-10-21""";29.9;16.1;10.9;22.84;55.0;1.833333
"""2010-10-22""";29.7;18.2;10.6;23.06;57.5;1.7333330000000002
"""2010-10-23""";30.4;19.0;7.2;24.26;52.0;1.6
"""2010-10-24""";27.5;19.2;1.4;22.8;77.75;2.1333330000000004
"""2010-10-25""";28.5;18.4;7.3;23.02;61.25;1.566667
"""2010-10-26""";27.6;17.5;2.9;21.58;71.5;1.4
"""2010-10-27""";28.9;17.4;7.3;22.56;53.25;1.266667
"""2010-10-28""";31.7;19.0;10.7;24.36;53.75;2.1333330000000004
"""2010-10-29""";31.8;18.6;10.9;24.46;57.25;2.066667
"""2010-10-30""";31.8;20.2;9.1;26.2;54.5;2.066667
"""2010-10-31""";29.2;18.1;6.1;23.56;66.5;1.433333
"""2010-01-11""";26.5;19.4;1.8;22.64;75.25;1.333333
"""2010-02-11""";23.0;18.6;0.0;20.38;78.5;0.766667
"""2010-03-11""";25.0;17.4;2.2;20.68;69.75;1.8
"""2010-04-11""";28.5;17.3;10.5;22.94;58.0;1.9333330000000002
"""2010-05-11""";25.7;18.2;1.6;21.76;77.5;1.9666669999999997
"""2010-06-11""";21.9;18.3;0.0;20.0;92.75;1.3
"""2010-07-11""";25.4;18.1;0.6;21.32;84.5;1.1
"""2010-08-11""";27.5;19.0;4.5;23.08;68.25;1.266667
"""2010-09-11""";26.4;19.7;3.6;22.96;72.0;1.633333
"""2010-10-11""";26.7;18.2;0.0;21.54;80.75;1.333333
"""2010-11-11""";24.7;18.1;3.2;20.54;81.5;1.3
"""2010-12-11""";25.2;17.5;3.3;20.66;69.75;1.533333
"""2010-11-13""";24.1;17.4;5.8;20.06;76.75;2.3666669999999996
"""2010-11-14""";21.5;16.1;0.0;18.5;77.75;2.4666669999999997
"""2010-11-15""";24.3;16.2;3.2;19.76;77.0;1.8666669999999999
"""2010-11-16""";24.6;16.7;2.1;19.92;83.5;1.833333
"""2010-11-17""";24.9;17.8;1.4;20.82;74.75;1.4
"""2010-11-18""";28.3;16.1;7.7;21.9;61.0;1.5
"""2010-11-19""";31.4;17.0;11.6;24.94;43.75;1.3
"""2010-11-20""";32.9;19.9;11.2;25.58;49.5;1.533333
"""2010-11-21""";26.8;21.7;1.1;23.76;73.5;0.933333
"""2010-11-22""";24.3;18.1;0.3;20.82;85.0;1.366667
"""2010-11-23""";27.5;17.5;2.4;21.78;81.75;1.533333
"""2010-11-24""";28.8;19.6;3.4;23.68;72.25;1.9
"""2010-11-25""";26.3;20.1;1.2;22.06;84.5;0.833333
"""2010-11-26""";26.3;17.7;3.1;20.3;85.0;1.7666669999999998
"""2010-11-27""";30.4;17.7;6.2;23.54;69.75;1.4
"""2010-11-28""";30.6;19.4;10.9;24.76;57.5;2.4666669999999997
"""2010-11-29""";29.8;20.1;9.6;24.42;57.75;1.366667
"""2010-11-30""";29.7;20.0;8.8;25.18;58.5;1.4
"""2010-01-12""";27.6;20.6;2.9;23.54;75.5;1.333333
"""2010-02-12""";26.5;20.1;1.0;22.86;77.5;1.3
"""2010-03-12""";31.9;20.0;9.0;26.28;56.25;1.833333
"""2010-04-12""";31.3;21.1;4.9;25.74;69.75;1.533333
"""2010-05-12""";32.8;20.3;8.5;25.5;63.75;2.1
"""2010-06-12""";29.2;19.2;3.5;23.28;77.25;1.4
"""2010-07-12""";26.9;20.6;0.7;23.28;82.0;0.766667
"""2010-08-12""";31.1;19.4;6.8;24.0;72.5;2.0333330000000003
"""2010-09-12""";30.9;19.8;7.0;24.88;71.25;0.733333
"""2010-10-12""";30.2;20.8;6.1;24.66;66.25;2.1333330000000004
"""2010-11-12""";31.2;20.0;10.7;25.42;57.25;1.9
"""2010-12-12""";31.6;20.3;9.3;25.72;62.5;1.3
"""2010-12-13""";31.8;19.9;4.6;25.74;60.0;1.466667
"""2010-12-14""";29.5;22.4;1.5;25.18;73.5;1.4
"""2010-12-15""";27.8;19.7;3.0;23.18;85.25;1.4
"""2010-12-16""";30.3;18.7;6.9;24.0;62.75;1.8
"""2010-12-17""";29.8;20.4;11.4;24.7;54.25;2.166667
"""2010-12-18""";30.0;19.6;8.3;24.36;58.25;1.533333
"""2010-12-19""";30.2;19.6;10.9;24.82;52.75;1.9
"""2010-12-20""";31.2;20.4;11.4;25.38;49.5;1.8
"""2010-12-21""";32.5;20.6;9.9;26.54;47.25;2.1
"""2010-12-22""";32.8;22.9;9.0;27.76;48.25;1.8
"""2010-12-23""";32.7;22.6;7.5;25.98;55.25;1.466667
"""2010-12-24""";25.7;18.4;1.1;22.28;81.5;1.033333
"""2010-12-25""";27.5;18.4;2.1;22.6;85.0;0.933333
"""2010-12-26""";27.1;19.9;1.4;22.42;89.75;1.166667
"""2010-12-27""";26.2;19.2;1.3;21.36;87.0;2.233333
"""2010-12-28""";24.1;19.2;0.1;21.28;90.5;0.666667
"""2010-12-29""";24.9;18.9;4.1;21.66;84.75;1.333333
"""2010-12-30""";25.1;19.2;1.9;21.8;80.5;1.7333330000000002
"""2010-12-31""";25.1;18.6;1.1;20.76;91.75;1.166667
"""2011-01-01""";20.9;17.4;0.0;19.28;90.5;1.366667
"""2011-02-01""";24.0;17.5;0.3;20.52;90.75;0.766667
"""2011-03-01""";24.3;17.9;1.4;20.44;91.75;1.133333
"""2011-04-01""";27.3;19.0;1.1;21.74;82.5;2.1
"""2011-05-01""";23.9;18.9;0.1;20.88;88.75;1.1
"""2011-06-01""";26.5;19.0;7.9;22.38;69.0;2.3666669999999996
"""2011-07-01""";27.2;19.2;7.2;22.72;65.75;1.7333330000000002
"""2011-08-01""";28.6;18.8;10.5;23.36;51.5;2.4
"""2011-09-01""";30.0;19.2;10.5;24.22;54.5;1.566667
"""2011-10-01""";31.0;18.9;11.2;25.36;51.5;1.166667
"""2011-11-01""";27.3;21.2;0.8;23.12;77.5;2.066667
"""2011-12-01""";28.2;19.7;3.4;22.96;75.25;2.5333330000000003
"""2011-01-13""";24.8;19.2;0.2;21.76;88.75;1.8666669999999999
"""2011-01-14""";25.3;19.4;0.0;21.88;89.25;0.933333
"""2011-01-15""";26.9;19.5;0.6;21.82;94.0;1.2
"""2011-01-16""";27.3;19.0;0.9;22.22;81.5;1.433333
"""2011-01-17""";31.4;19.7;8.2;25.64;62.75;1.233333
"""2011-01-18""";30.3;19.8;5.0;24.2;69.25;1.433333
"""2011-01-19""";30.5;19.5;8.7;24.64;58.0;1.4
"""2011-01-20""";32.4;19.2;9.6;24.86;60.25;1.366667
"""2011-01-21""";30.3;21.0;11.3;25.32;54.25;1.333333
"""2011-01-22""";30.3;21.0;11.4;25.0;57.25;2.766667
"""2011-01-23""";29.3;20.1;9.5;24.58;60.5;1.9333330000000002
"""2011-01-24""";28.1;19.7;6.0;23.82;56.5;2.4
"""2011-01-25""";29.5;19.2;9.5;24.24;53.75;2.333333
"""2011-01-26""";30.2;19.4;9.9;24.74;54.25;2.2
"""2011-01-27""";31.0;20.3;10.7;25.2;56.5;3.066667
"""2011-01-28""";30.8;20.2;10.4;25.38;55.5;1.7333330000000002
"""2011-01-29""";30.8;21.1;9.1;26.04;53.75;1.7333330000000002
"""2011-01-30""";32.5;21.5;8.9;27.06;50.5;1.666667
"""2011-01-31""";32.7;22.2;8.9;27.1;49.75;2.3
"""2011-01-02""";31.3;22.3;6.3;25.94;56.25;1.4
"""2011-02-02""";30.2;21.1;11.3;25.3;52.25;2.3
"""2011-03-02""";30.3;21.1;8.2;24.92;51.25;2.833333
"""2011-04-02""";29.5;20.2;10.5;24.06;51.0;3.1333330000000004
"""2011-05-02""";30.4;20.3;11.5;24.92;52.25;2.2
"""2011-06-02""";30.4;20.4;11.3;24.92;53.5;2.433333
"""2011-07-02""";31.1;21.2;11.3;25.28;51.75;2.5
"""2011-08-02""";30.0;20.0;11.0;24.54;49.0;2.066667
"""2011-09-02""";30.8;19.7;9.4;25.06;52.0;2.333333
"""2011-10-02""";32.2;21.4;7.7;26.54;50.75;1.6
"""2011-11-02""";31.6;20.1;4.7;26.1;56.25;2.1
"""2011-12-02""";31.2;21.7;11.0;25.5;54.75;2.4666669999999997
"""2011-02-13""";29.7;21.1;5.4;24.34;57.75;2.2
"""2011-02-14""";30.4;20.3;8.7;25.4;49.5;1.566667
"""2011-02-15""";30.2;21.7;9.9;25.78;51.75;1.7
"""2011-02-16""";30.2;20.7;10.4;25.12;51.75;2.8666669999999996
"""2011-02-17""";28.1;20.4;3.0;23.8;59.25;2.1
"""2011-02-18""";30.2;20.0;9.5;24.76;49.0;2.6333330000000004
"""2011-02-19""";30.6;19.4;10.6;25.2;47.0;2.4
"""2011-02-20""";32.4;20.8;10.2;25.94;52.5;1.7666669999999998
"""2011-02-21""";31.5;20.5;10.1;25.72;50.0;2.1
"""2011-02-22""";32.8;21.2;9.2;26.24;51.5;0.966667
"""2011-02-23""";32.4;21.4;6.5;26.42;56.25;1.8666669999999999
"""2011-02-24""";30.0;19.7;5.9;24.42;73.75;1.1
"""2011-02-25""";30.3;20.9;8.3;25.02;65.25;1.366667
"""2011-02-26""";29.8;19.1;6.3;24.24;66.25;1.7666669999999998
"""2011-02-27""";31.6;20.1;9.8;23.8;71.5;2.233333
"""2011-02-28""";29.3;17.7;3.0;22.18;77.25;1.7
"""2011-01-03""";27.5;17.6;2.2;22.5;72.75;2.1
"""2011-02-03""";25.5;17.8;2.6;21.66;79.25;2.0333330000000003
"""2011-03-03""";25.3;17.8;2.7;21.28;79.0;2.066667
"""2011-04-03""";24.4;18.7;0.1;20.42;81.25;1.9666669999999997
"""2011-05-03""";24.3;18.1;0.7;20.32;80.25;2.1333330000000004
"""2011-06-03""";23.7;17.9;0.4;20.78;87.75;1.033333
"""2011-07-03""";26.5;18.2;2.2;21.56;84.75;0.933333
"""2011-08-03""";25.6;18.6;2.3;21.66;86.0;0.43333299999999997
"""2011-09-03""";27.0;18.9;2.4;22.04;82.0;0.666667
"""2011-10-03""";28.2;18.3;5.1;23.2;73.5;1.566667
"""2011-11-03""";29.2;19.2;4.1;24.08;68.25;1.233333
"""2011-12-03""";28.2;20.1;4.4;24.06;72.75;0.566667
"""2011-03-13""";26.0;19.1;2.3;22.18;82.5;1.033333
