Data;Tmax;Tmin;I;Tmean;UR;V
"""1997-02-13""";27.7;18.8;11.4;22.94;62.75;1.8
"""1997-02-14""";29.7;19.0;11.5;23.9;59.5;1.9
"""1997-02-15""";28.9;20.1;10.5;24.0;61.75;1.3
"""1997-02-16""";30.5;20.0;9.5;24.36;59.25;0.266667
"""1997-02-17""";29.8;20.8;9.2;24.68;66.25;2.2
"""1997-02-18""";29.7;20.4;10.0;24.98;60.0;2.333333
"""1997-02-19""";29.9;20.8;8.5;24.92;60.75;2.066667
"""1997-02-20""";30.2;20.8;8.1;25.36;60.5;2.3
"""1997-02-21""";31.5;21.0;11.2;25.54;55.0;2.166667
"""1997-02-22""";31.1;21.4;10.6;25.38;57.75;1.5
"""1997-02-23""";31.6;21.9;8.1;25.46;68.0;0.966667
"""1997-02-24""";30.2;20.0;5.3;23.12;78.25;1.066667
"""1997-02-25""";28.1;19.8;5.2;24.06;68.25;1.566667
"""1997-02-26""";28.5;20.2;5.3;24.02;73.75;1.233333
"""1997-02-27""";24.1;19.6;0.0;21.3;92.0;0.866667
"""1997-02-28""";22.2;19.0;0.0;20.62;94.25;1.2
"""1997-01-03""";26.1;19.8;2.2;21.78;83.25;1.066667
"""1997-02-03""";23.1;18.6;0.0;20.0;91.75;0.8
"""1997-03-03""";25.7;18.8;1.2;21.7;87.25;5.3333330000000005
"""1997-04-03""";26.1;18.8;3.7;22.1;80.0;1.066667
"""1997-05-03""";24.8;19.8;2.3;22.08;84.0;1.1
"""1997-06-03""";27.3;20.8;4.5;22.94;78.5;1.6
"""1997-07-03""";27.3;20.0;4.7;23.02;74.5;0.7
"""1997-08-03""";28.1;19.2;6.7;23.52;61.0;0.533333
"""1997-09-03""";26.6;19.2;7.3;22.82;68.25;2.3
"""1997-10-03""";27.7;20.0;9.3;22.86;58.0;1.7666669999999998
"""1997-11-03""";26.6;19.0;10.2;22.88;67.0;1.9666669999999997
"""1997-12-03""";29.5;19.2;9.8;23.56;61.5;1.066667
"""1997-03-13""";30.0;18.6;8.5;22.6;72.5;1.433333
"""1997-03-14""";28.3;19.2;6.7;23.6;68.5;1.6
"""1997-03-15""";27.6;20.1;5.2;22.26;81.5;0.866667
"""1997-03-16""";27.7;19.6;2.9;22.5;85.75;0.966667
"""1997-03-17""";25.9;19.0;5.0;22.14;75.75;1.7333330000000002
"""1997-03-18""";24.9;18.0;5.1;21.38;72.25;2.066667
"""1997-03-19""";25.7;18.6;6.3;21.88;69.75;2.6333330000000004
"""1997-03-20""";26.5;18.8;5.6;22.02;73.25;1.7333330000000002
"""1997-03-21""";27.7;18.0;9.0;22.34;69.25;1.533333
"""1997-03-22""";26.9;17.2;6.5;21.6;68.25;0.966667
"""1997-03-23""";27.9;18.3;9.1;23.14;62.5;2.3666669999999996
"""1997-03-24""";30.1;19.2;9.2;24.54;59.75;1.7666669999999998
"""1997-03-25""";27.1;19.8;4.6;22.82;70.75;1.233333
"""1997-03-26""";27.0;18.0;9.2;21.9;61.75;2.2
"""1997-03-27""";24.5;17.2;4.7;20.66;70.75;1.666667
"""1997-03-28""";23.6;17.0;4.4;20.04;72.75;2.233333
"""1997-03-29""";19.8;16.5;0.0;17.58;90.25;1.7666669999999998
"""1997-03-30""";20.7;15.9;0.0;18.74;84.5;1.466667
"""1997-03-31""";22.3;17.2;1.1;19.9;84.25;2.3
"""1997-01-04""";26.5;18.4;5.6;22.42;77.75;1.533333
"""1997-02-04""";24.8;18.0;1.3;21.24;91.5;0.866667
"""1997-03-04""";29.2;18.0;8.9;22.98;69.0;1.066667
"""1997-04-04""";30.1;18.0;8.4;23.74;68.0;0.633333
"""1997-05-04""";31.3;18.9;8.1;24.9;62.0;1.233333
"""1997-06-04""";27.5;20.4;6.8;22.96;73.5;1.233333
"""1997-07-04""";24.2;18.2;6.0;20.2;74.75;2.733333
"""1997-08-04""";23.8;15.8;6.1;19.72;69.25;1.633333
"""1997-09-04""";24.3;15.2;7.9;19.66;59.75;2.5333330000000003
"""1997-10-04""";24.0;15.0;9.3;19.68;57.25;1.9666669999999997
"""1997-11-04""";23.2;15.4;4.5;19.68;65.0;1.2
"""1997-12-04""";25.3;14.8;7.3;20.64;59.5;1.1
"""1997-04-13""";28.2;16.2;8.4;21.58;56.5;1.5
"""1997-04-14""";28.5;17.2;8.7;22.78;60.75;1.333333
"""1997-04-15""";27.3;19.0;8.0;22.46;63.5;1.533333
"""1997-04-16""";26.1;18.8;7.9;21.7;67.75;2.2
"""1997-04-17""";25.9;18.2;7.1;21.34;65.0;1.5
"""1997-04-18""";26.1;17.8;6.9;21.7;57.25;1.133333
"""1997-04-19""";25.7;18.8;4.4;21.44;75.75;1.066667
"""1997-04-20""";27.8;18.2;8.4;22.26;71.0;0.43333299999999997
"""1997-04-21""";23.1;18.0;0.2;20.1;88.5;0.966667
"""1997-04-22""";27.5;16.2;7.3;21.5;69.75;1.233333
"""1997-04-23""";26.5;16.7;5.0;19.64;77.25;1.7666669999999998
"""1997-04-24""";27.2;15.8;9.4;21.24;69.5;1.1
"""1997-04-25""";27.5;16.8;9.5;21.9;64.0;1.533333
"""1997-04-26""";28.1;16.6;9.2;22.08;64.25;1.033333
"""1997-04-27""";28.6;18.6;7.1;22.3;74.25;1.1
"""1997-04-28""";25.3;17.0;5.6;20.9;77.75;1.366667
"""1997-04-29""";27.3;17.6;6.8;21.94;71.0;1.2
"""1997-04-30""";28.1;18.0;9.1;22.8;61.75;1.833333
"""1997-01-05""";26.0;18.6;8.2;21.82;66.25;1.5
"""1997-02-05""";27.6;18.4;9.0;22.38;63.25;1.6
"""1997-03-05""";27.9;17.8;8.4;22.1;63.0;0.866667
"""1997-04-05""";27.7;18.1;8.2;21.36;60.0;1.133333
"""1997-05-05""";25.3;15.8;8.8;20.06;64.75;1.333333
"""1997-06-05""";24.3;16.0;5.1;20.42;68.5;1.266667
"""1997-07-05""";24.1;16.0;7.4;19.94;65.0;1.466667
"""1997-08-05""";24.1;16.8;6.1;20.02;64.75;1.533333
"""1997-09-05""";24.8;15.2;6.3;19.88;62.0;1.3
"""1997-10-05""";25.5;15.6;7.4;20.24;59.5;1.166667
"""1997-11-05""";24.1;16.4;3.2;19.74;63.25;1.3
"""1997-12-05""";25.0;15.0;5.7;20.2;62.0;0.966667
"""1997-05-13""";26.4;17.0;8.8;21.04;57.5;1.633333
"""1997-05-14""";24.1;15.8;5.7;19.34;75.25;1.6
"""1997-05-15""";19.3;15.2;2.3;16.8;74.75;2.6333330000000004
"""1997-05-16""";16.2;14.0;0.0;14.98;82.25;2.166667
"""1997-05-17""";20.9;14.2;5.1;17.66;70.75;2.666667
"""1997-05-18""";20.4;15.4;3.1;17.94;69.0;2.8666669999999996
"""1997-05-19""";22.9;15.0;8.1;18.54;69.75;2.766667
"""1997-05-20""";24.1;15.6;8.1;19.82;69.0;1.3
"""1997-05-21""";26.5;15.4;8.8;20.38;69.25;1.366667
"""1997-05-22""";26.7;16.0;8.3;21.18;70.25;1.533333
"""1997-05-23""";25.8;16.8;8.5;20.88;75.5;1.366667
"""1997-05-24""";22.5;17.1;4.0;19.64;74.0;2.6333330000000004
"""1997-05-25""";21.0;16.9;2.7;18.12;87.25;0.8
"""1997-05-26""";24.1;14.0;8.7;18.42;66.5;1.8666669999999999
"""1997-05-27""";23.2;14.2;8.6;18.08;68.75;1.2
"""1997-05-28""";24.3;13.0;7.5;17.32;74.5;1.6
"""1997-05-29""";23.3;14.2;7.7;18.12;83.5;1.7666669999999998
"""1997-05-30""";22.9;13.7;9.1;17.3;64.5;1.6
"""1997-05-31""";21.8;12.6;8.2;16.02;63.75;1.9333330000000002
"""1997-01-06""";21.2;11.0;9.1;15.52;58.5;0.933333
"""1997-02-06""";21.2;10.0;8.8;15.4;64.75;1.033333
"""1997-03-06""";22.8;11.2;8.1;17.48;63.75;1.233333
"""1997-04-06""";24.8;13.2;8.3;18.88;72.75;1.666667
"""1997-05-06""";25.9;16.0;6.4;19.3;81.75;1.8
"""1997-06-06""";20.3;15.0;0.2;17.62;65.75;2.3
"""1997-07-06""";20.2;15.9;0.7;17.4;88.5;1.7333330000000002
"""1997-08-06""";20.2;13.1;7.8;14.72;69.0;0.833333
"""1997-09-06""";21.2;8.0;8.9;14.16;62.75;1.1
"""1997-10-06""";21.5;9.8;9.2;15.82;62.0;1.333333
"""1997-11-06""";25.0;11.6;9.1;18.16;72.75;1.333333
"""1997-12-06""";20.7;14.0;1.9;16.78;91.75;1.3
"""1997-06-13""";25.4;13.6;8.4;18.8;79.5;0.833333
"""1997-06-14""";25.7;14.2;8.3;19.7;73.75;0.966667
"""1997-06-15""";22.0;15.1;2.0;18.16;83.75;1.8
"""1997-06-16""";21.9;15.8;1.1;18.42;88.0;1.566667
"""1997-06-17""";25.1;14.8;8.2;19.26;72.25;0.966667
"""1997-06-18""";25.7;16.2;8.9;20.78;65.75;1.633333
"""1997-06-19""";25.0;17.2;7.2;19.88;76.75;1.366667
"""1997-06-20""";26.7;15.4;7.8;20.82;69.75;1.333333
"""1997-06-21""";28.1;16.7;9.1;21.9;67.5;1.066667
"""1997-06-22""";26.5;17.2;8.6;21.2;68.5;0.866667
"""1997-06-23""";26.9;16.0;9.0;21.3;59.5;0.533333
"""1997-06-24""";26.6;14.2;8.9;20.68;65.25;1.1
"""1997-06-25""";26.5;14.8;8.6;20.46;66.5;0.6
"""1997-06-26""";26.7;14.8;9.2;21.1;65.0;1.033333
"""1997-06-27""";26.9;14.6;9.2;20.66;61.25;0.266667
"""1997-06-28""";26.7;15.0;8.8;20.38;61.75;0.1
"""1997-06-29""";26.9;15.6;8.8;20.48;60.0;2.266667
"""1997-06-30""";26.1;14.0;8.4;20.26;57.75;0.733333
"""1997-01-07""";24.7;16.0;7.8;20.1;66.75;1.6
"""1997-02-07""";23.1;16.4;8.0;18.94;71.5;1.366667
"""1997-03-07""";26.6;14.6;8.6;20.14;64.5;0.966667
"""1997-04-07""";27.3;15.6;8.8;21.3;58.25;0.7
"""1997-05-07""";24.5;18.0;8.9;20.46;61.0;2.6333330000000004
"""1997-06-07""";24.1;15.5;8.9;19.0;64.0;2.1333330000000004
"""1997-07-07""";25.1;15.0;6.4;20.14;65.5;1.333333
"""1997-08-07""";24.6;16.2;8.4;19.72;62.5;1.9
"""1997-09-07""";24.5;16.6;6.6;19.3;63.75;1.7333330000000002
"""1997-10-07""";23.5;14.8;8.7;18.9;63.5;1.433333
"""1997-11-07""";25.7;13.6;8.8;19.66;61.0;0.733333
"""1997-12-07""";24.8;15.0;5.7;19.74;NA;1.6
"""1997-07-13""";27.0;14.3;8.7;20.64;57.5;1.3
"""1997-07-14""";26.7;15.0;8.7;20.58;65.25;0.766667
"""1997-07-15""";26.8;15.0;8.7;20.92;60.5;1.166667
"""1997-07-16""";27.3;15.0;8.4;20.82;55.5;1.066667
"""1997-07-17""";25.7;15.6;8.2;19.94;57.0;1.533333
"""1997-07-18""";24.8;15.2;8.7;19.68;65.25;1.7666669999999998
"""1997-07-19""";22.0;15.2;5.0;18.34;74.25;2.6333330000000004
"""1997-07-20""";24.5;16.0;6.8;19.6;57.75;1.6
"""1997-07-21""";25.7;15.4;7.4;19.7;64.25;1.333333
"""1997-07-22""";23.3;16.0;4.9;18.82;75.75;0.866667
"""1997-07-23""";25.5;15.2;8.1;19.58;60.5;1.366667
"""1997-07-24""";22.4;15.0;6.9;17.64;68.75;1.7333330000000002
"""1997-07-25""";22.5;14.0;8.8;17.98;60.0;1.433333
"""1997-07-26""";22.9;13.2;8.4;17.26;59.25;1.9
"""1997-07-27""";23.1;12.9;8.8;17.44;58.0;2.233333
"""1997-07-28""";23.3;12.2;8.9;17.94;52.75;1.9
"""1997-07-29""";25.5;12.0;8.9;18.38;57.5;1.066667
"""1997-07-30""";27.1;14.6;7.4;20.18;54.25;0.666667
"""1997-07-31""";27.7;15.2;5.4;20.34;58.75;0.866667
"""1997-01-08""";29.1;15.0;9.1;21.7;55.5;0.966667
"""1997-02-08""";30.0;15.4;9.2;22.38;53.25;1.233333
"""1997-03-08""";28.4;15.8;8.6;21.56;55.0;1.633333
"""1997-04-08""";28.5;15.4;7.7;22.06;52.75;0.9
"""1997-05-08""";26.6;16.2;9.0;21.52;52.0;2.3666669999999996
"""1997-06-08""";24.1;17.2;7.0;19.62;65.25;1.9666669999999997
"""1997-07-08""";24.7;16.2;8.7;20.08;65.25;1.666667
"""1997-08-08""";27.8;15.4;9.0;21.36;58.75;0.933333
"""1997-09-08""";22.8;12.2;3.9;15.58;68.75;3.066667
"""1997-10-08""";20.5;9.7;9.3;14.62;52.75;2.1
"""1997-11-08""";22.6;9.5;9.3;16.26;54.75;1.633333
"""1997-12-08""";26.7;11.4;9.2;18.98;51.0;1.366667
"""1997-08-13""";27.0;14.0;9.2;19.88;47.5;1.5
"""1997-08-14""";25.0;14.8;9.3;19.02;54.25;1.9666669999999997
"""1997-08-15""";24.9;14.4;9.5;18.48;55.75;1.633333
"""1997-08-16""";23.5;13.6;9.4;18.34;55.75;1.8
"""1997-08-17""";23.1;14.2;9.5;18.0;60.75;2.166667
"""1997-08-18""";23.7;14.6;9.5;18.34;62.75;1.233333
"""1997-08-19""";24.3;13.4;9.7;18.98;57.5;2.2
"""1997-08-20""";26.9;13.6;9.8;20.26;52.5;1.366667
"""1997-08-21""";28.7;14.8;9.3;22.3;41.75;1.9333330000000002
"""1997-08-22""";29.3;16.2;9.5;22.74;46.25;0.933333
"""1997-08-23""";29.7;16.2;9.3;22.98;40.75;1.566667
"""1997-08-24""";30.5;16.6;9.5;23.46;35.0;1.6
"""1997-08-25""";30.3;19.0;8.9;24.1;52.0;1.433333
"""1997-08-26""";26.8;17.2;8.6;21.6;63.5;2.233333
"""1997-08-27""";27.4;17.2;9.3;21.76;57.75;1.5
"""1997-08-28""";25.7;16.5;9.1;20.6;52.25;1.8666669999999999
"""1997-08-29""";26.9;17.0;9.6;21.48;47.75;1.666667
"""1997-08-30""";27.6;16.2;9.5;21.8;51.25;2.433333
"""1997-08-31""";26.9;18.0;9.4;21.82;44.5;2.5333330000000003
"""1997-01-09""";27.5;16.8;9.4;21.74;45.75;1.7666669999999998
"""1997-02-09""";29.5;17.5;8.8;22.96;41.75;1.9
"""1997-03-09""";29.2;16.5;8.4;22.84;39.25;1.7
"""1997-04-09""";30.7;16.5;8.7;24.24;36.25;1.7333330000000002
"""1997-05-09""";32.0;19.0;8.8;25.82;40.25;1.7
"""1997-06-09""";30.1;20.6;5.8;23.74;61.25;1.233333
"""1997-07-09""";31.2;17.8;9.2;23.82;49.75;2.166667
"""1997-08-09""";32.9;18.8;9.2;25.08;40.5;1.633333
"""1997-09-09""";34.9;19.0;9.0;26.74;35.5;1.8
"""1997-10-09""";35.7;21.6;8.5;29.48;33.5;1.633333
"""1997-11-09""";33.3;23.0;7.2;26.38;55.5;2.0333330000000003
"""1997-12-09""";26.2;17.2;5.6;20.56;73.25;2.8
"""1997-09-13""";30.2;17.8;8.1;23.6;59.0;1.233333
"""1997-09-14""";32.2;19.7;7.3;25.8;47.5;2.1
"""1997-09-15""";33.8;22.8;8.1;27.04;56.0;2.4666669999999997
"""1997-09-16""";29.6;20.8;6.9;23.68;67.5;2.6333330000000004
"""1997-09-17""";30.7;18.2;8.0;23.78;67.25;1.8666669999999999
"""1997-09-18""";32.1;18.4;8.7;24.0;63.25;2.066667
"""1997-09-19""";27.1;18.2;7.6;21.52;71.0;2.166667
"""1997-09-20""";30.1;18.2;8.2;23.06;66.0;3.5
"""1997-09-21""";27.3;16.4;5.6;21.1;81.5;NA
"""1997-09-22""";28.1;19.4;5.5;23.3;67.0;NA
"""1997-09-23""";26.9;19.4;7.9;22.28;73.5;2.6333330000000004
"""1997-09-24""";29.9;19.0;9.6;23.68;64.5;2.233333
"""1997-09-25""";28.4;18.8;4.9;22.84;80.5;1.1
"""1997-09-26""";30.1;20.0;5.7;23.98;69.0;2.2
"""1997-09-27""";23.2;18.5;3.1;20.4;75.75;3.5
"""1997-09-28""";26.7;18.1;9.1;21.7;69.25;2.233333
"""1997-09-29""";30.9;17.6;9.1;24.18;58.75;2.0333330000000003
"""1997-09-30""";29.7;19.5;7.4;24.28;68.75;1.633333
"""1997-01-10""";29.5;21.5;5.1;25.0;75.75;1.566667
"""1997-02-10""";30.9;21.0;7.9;25.72;52.5;2.4666669999999997
"""1997-03-10""";30.7;17.5;10.2;23.28;46.5;2.066667
"""1997-04-10""";24.6;16.9;8.7;19.44;74.0;3.233333
"""1997-05-10""";29.0;17.2;10.2;22.54;63.5;2.166667
"""1997-06-10""";33.0;25.0;10.4;27.06;55.5;1.7333330000000002
"""1997-07-10""";31.1;20.7;9.4;24.14;61.25;2.4
"""1997-08-10""";27.1;19.1;6.1;22.24;59.25;3.0
"""1997-09-10""";26.7;17.8;8.3;21.12;54.0;2.9666669999999997
"""1997-10-10""";29.1;17.1;10.7;23.08;46.5;2.233333
"""1997-11-10""";32.0;18.2;10.5;25.12;44.5;1.433333
"""1997-12-10""";33.1;20.9;8.5;27.1;47.0;1.2
"""1997-10-13""";33.0;24.2;7.4;28.04;45.75;1.233333
"""1997-10-14""";32.0;23.3;9.2;27.14;48.25;2.0
"""1997-10-15""";32.5;20.9;9.6;26.32;52.5;2.066667
"""1997-10-16""";31.9;21.5;5.8;25.02;67.75;1.7
"""1997-10-17""";28.0;17.8;1.8;20.72;82.25;1.8
"""1997-10-18""";20.5;15.2;1.2;17.9;80.5;2.3666669999999996
"""1997-10-19""";22.3;16.4;3.3;18.9;74.25;3.4666669999999997
"""1997-10-20""";24.9;18.0;8.1;20.64;72.0;3.233333
"""1997-10-21""";21.9;18.2;0.0;19.68;92.75;0.43333299999999997
"""1997-10-22""";29.3;18.9;5.6;22.56;80.25;1.7666669999999998
"""1997-10-23""";30.7;17.3;10.5;23.56;52.0;1.7666669999999998
"""1997-10-24""";29.9;17.3;10.1;23.74;50.0;1.266667
"""1997-10-25""";31.9;19.3;9.6;25.8;50.25;1.533333
"""1997-10-26""";26.6;18.6;1.9;22.38;85.75;1.333333
"""1997-10-27""";26.7;18.2;5.0;22.42;72.75;1.5
"""1997-10-28""";27.9;19.2;11.2;22.82;69.75;2.6
"""1997-10-29""";32.3;19.0;10.4;25.8;55.5;1.7333330000000002
"""1997-10-30""";32.5;22.1;8.3;27.12;51.0;2.266667
"""1997-10-31""";30.9;22.9;10.6;26.06;56.5;2.833333
"""1997-01-11""";32.0;21.3;11.1;26.68;47.25;1.7666669999999998
"""1997-02-11""";32.1;22.9;11.0;27.32;47.75;2.5
"""1997-03-11""";34.7;22.4;11.1;28.3;36.5;1.466667
"""1997-04-11""";34.6;23.0;10.0;28.64;40.25;2.4
"""1997-05-11""";28.4;22.8;1.4;24.82;64.0;2.8
"""1997-06-11""";29.1;21.8;2.6;25.06;64.5;1.9666669999999997
"""1997-07-11""";30.2;22.2;0.7;25.18;66.0;1.4
"""1997-08-11""";31.8;21.0;6.9;24.88;73.0;1.033333
"""1997-09-11""";33.5;21.7;10.6;26.92;59.5;2.0333330000000003
"""1997-10-11""";32.1;21.8;8.9;26.86;61.25;1.7666669999999998
"""1997-11-11""";34.6;22.4;8.6;28.04;57.75;1.9666669999999997
"""1997-12-11""";34.5;23.4;10.7;28.16;52.0;1.633333
"""1997-11-13""";33.5;23.0;8.2;26.58;64.75;1.633333
"""1997-11-14""";30.7;20.5;8.6;25.24;70.75;1.3
"""1997-11-15""";30.3;21.6;4.5;24.62;73.75;1.7
"""1997-11-16""";29.4;21.0;10.4;25.02;60.75;2.2
"""1997-11-17""";31.1;21.2;11.7;25.74;54.25;1.566667
"""1997-11-18""";32.1;21.6;11.6;26.26;55.25;2.066667
"""1997-11-19""";27.1;22.6;0.5;23.94;74.25;2.0
"""1997-11-20""";27.7;19.5;6.8;24.22;66.75;1.8666669999999999
"""1997-11-21""";28.3;21.0;5.5;24.18;72.25;1.8
"""1997-11-22""";25.7;19.2;0.3;21.78;83.25;0.966667
"""1997-11-23""";30.1;19.8;6.2;24.6;68.25;0.833333
"""1997-11-24""";30.5;20.5;5.6;25.12;66.0;1.2
"""1997-11-25""";27.7;20.0;1.1;23.26;75.75;1.666667
"""1997-11-26""";28.3;20.0;2.6;23.78;73.0;1.6
"""1997-11-27""";27.1;18.6;1.4;22.88;82.75;1.2
"""1997-11-28""";28.0;19.5;1.6;23.42;73.25;1.633333
"""1997-11-29""";23.2;18.8;0.0;20.24;95.0;1.133333
"""1997-11-30""";22.1;18.1;0.0;20.42;87.0;1.066667
"""1997-01-12""";24.8;18.0;2.0;21.88;82.5;1.333333
"""1997-02-12""";28.0;19.6;3.1;22.22;86.75;2.4
"""1997-03-12""";29.1;19.8;9.4;24.54;64.75;1.2
"""1997-04-12""";27.5;21.1;3.1;23.88;71.75;1.4
"""1997-05-12""";30.8;20.2;11.2;25.16;64.25;1.2
"""1997-06-12""";30.7;21.8;9.7;25.62;66.25;2.3
"""1997-07-12""";26.4;20.0;0.9;22.28;84.5;1.4
"""1997-08-12""";30.1;20.2;7.8;25.34;63.25;1.7333330000000002
"""1997-09-12""";29.0;18.6;4.2;23.46;73.25;1.033333
"""1997-10-12""";26.0;18.6;1.7;21.76;79.5;1.6
"""1997-11-12""";28.3;20.0;7.2;23.46;69.5;1.466667
"""1997-12-12""";28.7;19.8;6.0;22.92;82.0;1.566667
"""1997-12-13""";29.3;20.2;5.8;22.58;80.5;1.433333
"""1997-12-14""";26.8;14.9;2.8;21.5;84.0;1.066667
"""1997-12-15""";26.8;20.2;2.4;23.24;80.25;2.4666669999999997
"""1997-12-16""";23.2;20.0;0.0;21.08;93.75;0.766667
"""1997-12-17""";21.0;19.0;0.0;19.62;90.5;1.333333
"""1997-12-18""";26.0;18.8;1.9;21.64;72.5;2.4666669999999997
"""1997-12-19""";28.3;19.8;6.7;23.3;66.5;2.066667
"""1997-12-20""";29.7;19.7;1.0;23.34;71.5;2.8
"""1997-12-21""";32.0;19.2;10.0;25.06;60.5;1.2
"""1997-12-22""";31.8;22.0;12.2;26.6;55.25;1.3
"""1997-12-23""";32.5;21.2;9.2;27.28;56.25;1.7333330000000002
"""1997-12-24""";32.9;22.8;7.2;27.0;63.5;1.266667
"""1997-12-25""";30.6;22.8;5.1;25.32;72.5;0.966667
"""1997-12-26""";30.5;20.0;1.5;24.36;69.75;0.933333
"""1997-12-27""";31.9;21.6;12.2;26.54;64.0;2.6333330000000004
"""1997-12-28""";32.6;22.6;8.6;26.52;62.75;2.1
"""1997-12-29""";32.5;21.4;9.7;26.7;65.25;1.1
"""1997-12-30""";33.5;22.6;9.0;28.12;55.25;1.233333
"""1997-12-31""";32.5;23.2;9.5;27.66;61.25;1.366667
"""1998-01-01""";31.7;23.4;10.4;27.2;56.25;1.7666669999999998
"""1998-02-01""";33.2;22.6;11.5;27.3;52.75;0.933333
"""1998-03-01""";34.0;21.1;8.9;25.18;71.25;2.3
"""1998-04-01""";31.2;20.2;6.1;24.62;73.25;1.366667
"""1998-05-01""";32.4;20.1;8.7;25.98;60.25;1.8
"""1998-06-01""";31.7;23.4;6.0;24.92;73.5;0.966667
"""1998-07-01""";27.7;21.2;2.7;23.56;83.25;0.766667
"""1998-08-01""";28.0;20.4;3.1;22.66;83.75;0.966667
"""1998-09-01""";23.4;19.6;0.0;21.06;88.0;1.3
"""1998-10-01""";23.3;18.8;0.2;20.24;92.75;1.066667
"""1998-11-01""";28.1;18.8;3.1;21.96;84.5;1.333333
"""1998-12-01""";30.5;20.2;8.0;25.04;70.5;1.366667
"""1998-01-13""";30.5;18.4;4.3;23.0;72.75;2.2
"""1998-01-14""";30.4;18.4;5.7;24.44;68.25;1.3
"""1998-01-15""";26.5;21.0;6.5;24.32;68.0;1.233333
"""1998-01-16""";31.5;19.8;9.2;23.74;75.5;1.066667
"""1998-01-17""";25.7;19.6;0.0;22.38;81.75;0.9
"""1998-01-18""";30.1;17.3;8.1;21.66;82.0;1.3
"""1998-01-19""";23.2;17.2;1.1;20.12;82.75;1.2
"""1998-01-20""";25.2;19.2;0.0;22.44;72.0;1.6
"""1998-01-21""";26.9;20.8;1.0;23.58;68.5;1.9
"""1998-01-22""";28.7;20.6;9.2;24.72;62.75;1.8
"""1998-01-23""";29.1;20.2;11.2;24.46;66.0;2.6
"""1998-01-24""";31.0;21.2;8.2;25.56;71.0;1.5
"""1998-01-25""";26.8;22.0;10.0;25.72;64.25;1.7666669999999998
"""1998-01-26""";28.0;21.3;4.5;24.46;73.0;0.533333
"""1998-01-27""";31.5;22.6;8.8;25.86;74.25;1.7666669999999998
"""1998-01-28""";31.1;23.4;8.3;26.5;70.25;1.566667
"""1998-01-29""";31.1;21.4;9.8;26.08;67.0;1.066667
"""1998-01-30""";30.2;19.8;11.2;25.66;58.75;2.1
"""1998-01-31""";32.3;19.7;10.9;26.46;54.25;2.0333330000000003
"""1998-01-02""";32.3;21.8;11.7;27.26;57.5;1.066667
"""1998-02-02""";33.1;22.8;7.3;27.66;58.75;2.0333330000000003
"""1998-03-02""";32.5;23.2;9.2;27.78;57.5;1.533333
"""1998-04-02""";32.5;22.6;9.2;27.54;62.0;1.533333
"""1998-05-02""";35.2;23.6;9.5;28.38;58.5;0.866667
"""1998-06-02""";34.7;23.9;7.7;28.44;55.75;1.533333
"""1998-07-02""";34.8;23.4;10.6;28.62;61.75;1.233333
"""1998-08-02""";31.7;21.9;4.9;25.38;76.25;1.533333
"""1998-09-02""";33.2;21.8;10.4;28.0;61.25;1.6
"""1998-10-02""";32.5;21.4;7.5;25.4;76.0;0.9
"""1998-11-02""";32.0;23.2;6.9;27.0;72.75;1.266667
"""1998-12-02""";27.4;21.2;0.9;23.22;82.25;1.9666669999999997
"""1998-02-13""";28.0;20.0;7.8;23.28;76.0;1.9
"""1998-02-14""";29.8;21.2;6.8;25.2;70.25;2.4
"""1998-02-15""";25.9;21.7;0.0;22.94;82.25;2.1
"""1998-02-16""";23.5;20.8;0.0;21.74;89.75;1.133333
"""1998-02-17""";22.2;17.2;0.0;19.96;96.0;0.8
"""1998-02-18""";27.4;19.0;3.8;22.52;85.75;1.2
"""1998-02-19""";28.4;19.8;6.7;23.48;74.5;2.0
"""1998-02-20""";29.0;19.1;5.4;22.1;83.0;0.933333
"""1998-02-21""";28.4;19.1;5.5;23.22;85.0;1.3
"""1998-02-22""";29.3;20.5;4.4;23.96;74.0;1.466667
"""1998-02-23""";29.9;20.8;6.8;23.6;79.0;1.066667
"""1998-02-24""";29.1;20.2;3.9;23.82;78.25;0.766667
"""1998-02-25""";30.8;21.8;7.9;25.86;67.25;1.666667
"""1998-02-26""";31.5;22.2;9.8;26.78;66.75;1.8
"""1998-02-27""";31.9;21.4;10.6;27.0;59.75;1.833333
"""1998-02-28""";33.4;22.1;10.5;28.12;55.0;1.566667
"""1998-01-03""";33.5;20.5;9.2;24.64;71.5;2.333333
"""1998-02-03""";32.2;20.5;10.3;27.06;59.0;1.633333
"""1998-03-03""";29.5;21.8;7.3;25.84;64.5;2.0333330000000003
"""1998-04-03""";31.5;22.0;8.1;26.02;66.25;1.3
"""1998-05-03""";30.0;22.4;10.4;25.32;65.25;1.466667
"""1998-06-03""";30.3;21.2;9.4;25.14;57.75;2.9666669999999997
"""1998-07-03""";28.8;21.6;10.6;25.06;69.25;1.9
"""1998-08-03""";29.8;21.5;9.8;25.38;59.5;1.8666669999999999
"""1998-09-03""";30.5;22.2;9.9;25.38;62.25;2.066667
"""1998-10-03""";32.5;21.6;4.8;25.02;73.25;1.7
"""1998-11-03""";32.7;20.6;9.2;26.92;58.75;0.966667
"""1998-12-03""";30.6;22.4;6.3;25.2;71.5;1.533333
"""1998-03-13""";29.5;21.2;1.9;24.3;69.75;2.4666669999999997
"""1998-03-14""";29.1;21.2;4.9;24.3;82.0;1.4
